18.7	0.615	33.3	0.615	33.3	0
18.8	0.61	33.45	0.61	33.45	0
18.9	0.7	33.65	0.7	33.65	0
19	0.86	33.85	0.86	33.85	0
19.101	1.085	34	1.085	34	0
19.2	1.44	34.2	1.44	34.2	0
19.3	1.85	34.4	1.85	34.4	0
19.4	2.29	34.55	2.29	34.55	0
19.501	2.96	34.75	2.96	34.75	0
19.6	3.53	34.95	3.53	34.95	0
19.7	4.315	35.1	4.315	35.1	0
19.8	5.01	35.25	5.01	35.25	0
19.9	5.815	35.45	5.815	35.45	0
20	6.35	35.65	6.35	35.65	0
20.1	6.79	35.85	6.79	35.85	0
20.2	6.965	36	6.965	36	0
20.3	6.89	36.2	6.89	36.2	0
20.4	6.66	36.35	6.66	36.35	0
20.5	6.19	36.55	6.19	36.55	0
20.6	5.58	36.7	5.58	36.7	0
20.7	4.82	36.95	4.82	36.95	0
20.8	4.225	37.1	4.225	37.1	0
20.9	3.445	37.3	3.445	37.3	0
21	2.91	37.45	2.91	37.45	0
21.1	2.31	37.65	2.31	37.65	0
21.2	2.295	37.65	2.295	37.65	0
21.3	2.29	37.65	2.29	37.65	0
21.4	2.29	37.65	2.29	37.65	0
21.5	2.28	37.65	2.28	37.65	0
21.6	2.295	37.65	2.295	37.65	0
21.7	2.285	37.65	2.285	37.65	0
21.8	2.3	37.65	2.3	37.65	0
21.9	2.29	37.65	2.29	37.65	0
22	2.3	37.65	2.3	37.65	0
22.1	2.29	37.65	2.29	37.65	0
22.2	2.3	37.65	2.3	37.65	0
22.3	2.3	37.65	2.3	37.65	0
22.4	2.31	37.65	2.31	37.65	0
22.5	2.31	37.65	2.31	37.65	0
22.599	2.31	37.65	2.31	37.65	0
22.699	2.305	37.65	2.305	37.65	0
22.799	2.305	37.65	2.305	37.65	0
22.899	2.3	37.65	2.3	37.65	0
22.999	2.295	37.65	2.295	37.65	0
23.099	2.295	37.65	2.295	37.65	0
23.199	2.295	37.65	2.295	37.65	0
23.299	2.3	37.65	2.3	37.65	0
23.399	2.295	37.65	2.295	37.65	0
23.499	2.3	37.65	2.3	37.65	0
23.599	2.29	37.65	2.29	37.65	0
23.699	2.3	37.65	2.3	37.65	0
23.8	2.3	37.65	2.3	37.65	0
23.899	2.305	37.65	2.305	37.65	0
23.999	2.3	37.65	2.3	37.65	0
24.099	2.31	37.65	2.31	37.65	0
24.199	2.3	37.65	2.3	37.65	0
24.299	2.31	37.65	2.31	37.65	0
24.399	2.295	37.65	2.295	37.65	0
24.499	2.295	37.65	2.295	37.65	0
24.599	2.29	37.65	2.29	37.65	0
24.699	2.3	37.65	2.3	37.65	0
24.8	2.29	37.65	2.29	37.65	0
24.9	2.305	37.65	2.305	37.65	0
25	2.295	37.65	2.295	37.65	0
25.1	2.305	37.65	2.305	37.65	0
25.2	2.29	37.65	2.29	37.65	0
25.3	2.305	37.65	2.305	37.65	0
25.4	2.295	37.7	2.295	37.7	0
25.5	2.31	37.65	2.31	37.65	0
25.6	2.305	37.65	2.305	37.65	0
25.7	2.315	37.65	2.315	37.65	0
25.8	2.305	37.65	2.305	37.65	0
25.9	2.315	37.65	2.315	37.65	0
26	2.3	37.65	2.3	37.65	0
26.1	2.31	37.7	2.31	37.7	0
26.2	2.3	37.65	2.3	37.65	0
26.3	2.31	37.65	2.31	37.65	0
